time,latitude,longitude,depth,mag,type,gap,net,id,place
2022-02-20T06:55:57.272Z,63.5549,-150.876,2,1.7,ml,,ak,ak0222cgb7m5,"42 km E of Denali National Park, Alaska"
2022-02-20T06:47:51.480Z,19.16583252,-155.4624939,31.52000046,2.1400001,md,165,hv,hv72923127,"4 km SSE of Pāhala, Hawaii"
2022-02-20T06:46:07.486Z,62.8152,-151.168,28.4,1.8,ml,,ak,ak0222cg9658,"41 km NNW of Petersville, Alaska"
2022-02-20T06:42:23.620Z,19.18549919,-155.477829,36.43999863,2.52,ml,85,hv,hv72923122,"1 km S of Pāhala, Hawaii"
2022-02-20T06:41:46.240Z,37.3913333,-118.5753333,9.19,1.17,md,198,nc,nc73695411,"3km SE of Round Valley, CA"
2022-02-20T06:39:33.851Z,23.928,122.5581,10,4.7,mb,52,us,us7000gmd3,"74 km SW of Yonakuni, Japan"
2022-02-20T06:34:04.570Z,35.7213333,-117.5601667,6.46,1.07,ml,88,ci,ci40190200,"15km WSW of Searles Valley, CA"
2022-02-20T06:27:08.330Z,35.7141667,-117.5553333,2.03,1.59,ml,67,ci,ci40190192,"15km WSW of Searles Valley, CA"
2022-02-20T06:25:08.270Z,35.716,-117.5513333,2.46,1.04,ml,90,ci,ci40190184,"14km WSW of Searles Valley, CA"
2022-02-20T06:23:25.856Z,60.4741,-151.5444,80.5,1.5,ml,,ak,ak0222cg4aa1,"15 km WNW of Kalifornsky, Alaska"
2022-02-20T06:16:55.200Z,19.18883324,-155.4956665,32.38000107,2.21000004,md,71,hv,hv72923107,"2 km SW of Pāhala, Hawaii"
2022-02-20T05:33:32.096Z,38.1877,-117.7808,6.7,1.2,ml,161.2,nn,nn00834188,"36 km SE of Mina, Nevada"
2022-02-20T05:25:50.320Z,33.5685,-116.7813333,14.98,1.47,ml,166,ci,ci40190160,"10km W of Anza, CA"
2022-02-20T05:25:24.821Z,64.1007,-150.1463,23.2,1.4,ml,,ak,ak0222cfja0y,"49 km WSW of Clear, Alaska, Alaska"
2022-02-20T05:05:03.039Z,60.9529,-151.383,53,3.1,ml,,ak,ak0222cfexzq,"18 km SW of Tyonek, Alaska"
2022-02-20T04:59:34.900Z,19.2108326,-155.4644928,35.38999939,1.88,md,105,hv,hv72922997,"1 km ENE of Pāhala, Hawaii"
2022-02-20T04:53:20.680Z,36.4726677,-121.0411682,5.82,1.44,md,159,nc,nc73695376,"11km SE of Pinnacles, CA"
2022-02-20T04:51:51.600Z,35.5228333,-117.4305,6.1,1.17,ml,130,ci,ci40190128,"25km ESE of Ridgecrest, CA"
2022-02-20T04:49:48.100Z,36.9230003,-121.5253296,4.87,2.83,md,57,nc,nc73695371,"9km N of San Juan Bautista, CA"
2022-02-20T04:44:00.410Z,35.5286667,-117.4275,5.53,1.56,ml,117,ci,ci40190120,"25km ESE of Ridgecrest, CA"
2022-02-20T04:28:02.689Z,60.1092,-152.9285,118.1,1.4,ml,,ak,ak0222ceyfv0,"69 km WNW of Happy Valley, Alaska"
2022-02-20T04:23:40.177Z,36.4082756,-96.87675476,3.836288452,1.6,ml,56.626091,ok,ok2022dnru,"10 km NW of Pawnee, Oklahoma"
2022-02-20T04:19:14.820Z,33.4471667,-116.5843333,9.53,1.16,ml,42,ci,ci40190112,"15km SE of Anza, CA"
2022-02-20T04:19:10.300Z,19.17300034,-155.4978333,33.72000122,2.22000003,md,103,hv,hv72922957,"3 km SSW of Pāhala, Hawaii"
2022-02-20T04:07:31.486Z,-3.5402,131.3474,10,4.7,mb,84,us,us7000gmch,"270 km E of Amahai, Indonesia"
2022-02-20T03:42:59.530Z,19.26116753,-155.4068298,33.02999878,1.84000003,md,171,hv,hv72922922,"9 km NE of Pāhala, Hawaii"
2022-02-20T03:41:21.160Z,40.488,-121.5206667,5.77,1.53,md,134,nc,nc73695351,"14km ESE of Viola, CA"
2022-02-20T03:39:42.980Z,19.12716675,-155.3930054,33.06999969,1.72000003,md,227,hv,hv72922917,"12 km SE of Pāhala, Hawaii"
2022-02-20T03:12:57.493Z,-15.1427,-173.4848,10,4.9,mb,61,us,us7000gmcb,"95 km NNE of Hihifo, Tonga"
2022-02-20T03:12:37.215Z,42.8611,-78.1895,5,1.8,ml,58,us,us7000gmjs,"7 km SE of Alexander, New York"
2022-02-20T03:06:14.680Z,17.9525,-66.96166667,8.76,2.05,md,209,pr,pr71335983,Puerto Rico region
2022-02-20T03:00:13.240Z,17.97,-66.933,11.57,2.44,md,186,pr,pr71335978,"2 km W of Guánica, Puerto Rico"
2022-02-20T02:36:08.180Z,36.41043091,-96.87776184,2.981578827,2.03,ml,57.55245399,ok,ok2022dnoh,"10 km NW of Pawnee, Oklahoma"
2022-02-20T02:32:37.420Z,38.7935,-122.7636667,0.84,1.53,md,66,nc,nc73695331,"2km NNW of The Geysers, CA"
2022-02-20T02:30:46.729Z,31.6359,-104.52,5,2.5,mb_lg,70,us,us7000gmc1,"61 km SSW of Whites City, New Mexico"
2022-02-20T02:06:49.830Z,38.1851,-117.785,0.9,1.3,ml,119.67,nn,nn00834184,"36 km SE of Mina, Nevada"
2022-02-20T01:52:30.787Z,61.5089,-147.8337,22.2,1.4,ml,,ak,ak0222cdbcd8,"34 km SSW of Glacier View, Alaska"
2022-02-20T01:47:49.330Z,36.8501663,-121.5544968,3.95,1.89,md,68,nc,nc73695316,"2km WNW of San Juan Bautista, CA"
2022-02-20T01:42:03.750Z,19.2955,-65.089,37,3.54,md,311,pr,pr2022051001,"106 km N of Charlotte Amalie, U.S. Virgin Islands"
2022-02-20T01:36:53.660Z,17.974,-66.94716667,7.92,2.3,md,176,pr,pr71335958,"3 km WSW of Fuig, Puerto Rico"
2022-02-20T01:24:52.260Z,17.98566667,-66.88233333,15.08,2.5,md,102,pr,pr71335953,"1 km NE of Maria Antonia, Puerto Rico"
2022-02-20T01:24:10.816Z,62.2355,-148.7854,32.2,1.5,ml,,ak,ak0222cd5atg,"51 km N of Sutton-Alpine, Alaska"
2022-02-20T01:23:24.506Z,38.2096,-117.741,7,2.5,ml,58.34,nn,nn00834180,Nevada
2022-02-20T01:22:27.808Z,60.6092,-150.7978,20.1,1.4,ml,,ak,ak0222cd4wos,"8 km NNW of Sterling, Alaska"
2022-02-20T01:12:19.348Z,60.6384,-151.2384,54,1.1,ml,,ak,ak0222cd2qvi,"5 km ENE of Salamatof, Alaska"
2022-02-20T01:12:17.954Z,60.9981,-151.3682,15.2,1.1,ml,,ak,ak0222cd2qrn,"14 km WSW of Tyonek, Alaska"
2022-02-20T01:09:47.560Z,34.4741667,-116.5015,1.36,1.44,ml,91,ci,ci40190000,"39km NE of Big Bear City, CA"
2022-02-20T00:59:12.339Z,60.0883,-153.1899,135.5,1.8,ml,,ak,ak0222ccrddd,"61 km ENE of Pedro Bay, Alaska"
2022-02-20T00:58:24.430Z,18.01716667,-66.76766667,9.28,2.43,md,169,pr,pr71335948,"0 km ESE of Magas Arriba, Puerto Rico"
2022-02-20T00:50:04.425Z,-7.6182,117.3405,312.11,4.5,mb,64,us,us7000gmbj,"89 km N of Pototano, Indonesia"
2022-02-20T00:49:52.200Z,19.25099945,-155.4179993,35.74000168,1.75,md,122,hv,hv72922767,"8 km NE of Pāhala, Hawaii"
2022-02-20T00:49:23.447Z,53.8728,-164.1369,43.43,3.9,mb,192,us,us7000gmbi,"111 km ESE of Akutan, Alaska"
2022-02-20T00:48:04.780Z,34.4078333,-119.3028333,14.57,1.32,ml,105,ci,ci40189984,"7km SW of Ojai, CA"
2022-02-20T00:42:39.842Z,63.5163,-147.6539,18.8,1.4,ml,,ak,ak0222ccnscc,"66 km ENE of Cantwell, Alaska"
2022-02-20T00:32:18.820Z,34.0463333,-117.2593333,6.67,1.33,ml,97,ci,ci40189976,"0km SE of Loma Linda, CA"
2022-02-20T00:10:09.630Z,17.9723,-66.9186,9,2,md,184,pr,pr2022051000,"1 km W of Guánica, Puerto Rico"
2022-02-20T00:05:55.418Z,64.9973,-147.4792,2.7,1.3,ml,,ak,ak0222ccfw1i,"7 km ENE of Fox, Alaska"
2022-02-19T23:52:19.180Z,19.19083405,-155.4985046,36.74000168,2.29999995,md,71,hv,hv72922682,"2 km WSW of Pāhala, Hawaii"
2022-02-19T23:41:43.390Z,19.18966675,-155.5011597,34.45000076,2.24000001,md,131,hv,hv72922667,"2 km WSW of Pāhala, Hawaii"
2022-02-19T23:29:06.330Z,35.0321667,-119.0111667,16.94,1.05,ml,141,ci,ci40189904,"12km NW of Grapevine, CA"
2022-02-19T23:24:45.600Z,19.18833351,-155.3945007,32.16999817,2.22000003,md,164,hv,hv72922637,"8 km E of Pāhala, Hawaii"
2022-02-19T23:24:32.890Z,19.17000008,-155.5063324,33.68999863,2.50999999,md,98,hv,hv72922632,"4 km SW of Pāhala, Hawaii"
2022-02-19T23:19:34.430Z,19.17266667,-155.4953333,35.03,3.7,ml,94,hv,hv72922627,"3 km SSW of Pāhala, Hawaii"
2022-02-19T23:18:56.310Z,17.97166667,-66.94983333,7.88,1.67,md,182,pr,pr71335943,"4 km WSW of Fuig, Puerto Rico"
2022-02-19T23:18:19.169Z,-6.0972,154.8729,101.26,4.9,mb,67,us,us7000gmb5,"71 km WNW of Panguna, Papua New Guinea"
2022-02-19T23:14:34.800Z,19.19766617,-155.3973389,32.88999939,1.72,ml,160,hv,hv72922622,"8 km E of Pāhala, Hawaii"
2022-02-19T23:08:12.130Z,34.0043333,-116.8853333,13.67,1.22,ml,66,ci,ci40189872,"9km N of Banning, CA"
2022-02-19T23:07:23.480Z,34.0143333,-118.2485,14.24,1.18,ml,114,ci,ci40189856,"4km NNW of Huntington Park, CA"
2022-02-19T22:53:38.900Z,19.5595,-66.1123,52,3.53,md,250,pr,pr2022050001,"121 km N of San Juan, Puerto Rico"
2022-02-19T22:43:23.760Z,17.89016667,-66.851,14.11,2.12,md,238,pr,pr71335918,"10 km SSE of Maria Antonia, Puerto Rico"
2022-02-19T22:43:05.705Z,47.5045,-70.0547,16.7,2.9,ml,101,us,us7000gmcv,"13 km NW of Saint-Pacôme, Canada"
2022-02-19T22:35:55.629Z,69.6824,-144.1398,10,3.2,ml,144,us,us7000gmaw,"53 km SSW of Kaktovik, Alaska"
2022-02-19T22:30:43.750Z,19.2435,-65.1536,32,3.71,md,308,pr,pr2022050000,"102 km NNW of Charlotte Amalie, U.S. Virgin Islands"
2022-02-19T22:17:28.270Z,38.5511667,-112.2113333,3.59,3.53,ml,112,uu,uu60482552,"8 km S of Joseph, Utah"
2022-02-19T22:16:16.963Z,59.2722,-152.0768,61.3,1.7,ml,,ak,ak0222b22crk,"12 km SW of Nanwalek, Alaska"
2022-02-19T22:07:13.131Z,61.4167,-147.5135,41.4,1.1,ml,,ak,ak0222b20f0x,"44 km S of Glacier View, Alaska"
2022-02-19T22:05:21.480Z,19.18600082,-155.4896698,34.77999878,2.63,ml,72,hv,hv72922582,"2 km SSW of Pāhala, Hawaii"
2022-02-19T21:55:35.260Z,44.53516667,-122.5723333,15.23,1.34,ml,77,uw,uw61817846,"14 km ESE of Lacomb, Oregon"
2022-02-19T21:39:27.140Z,18.032,-66.76566667,13.76,1.44,md,158,pr,pr71335888,Puerto Rico region
2022-02-19T21:38:49.960Z,38.8363342,-122.8119965,2.01,0.98,md,62,nc,nc73695261,"8km WNW of Cobb, CA"
2022-02-19T21:35:37.600Z,40.292,-124.4191667,8.51,3.14,ml,239,nc,nc73695251,"12km WSW of Petrolia, CA"
2022-02-19T21:32:51.049Z,61.7737,-149.4282,0.4,1.3,ml,,ak,ak0222b1kf8y,"10 km WNW of Fishhook, Alaska"
2022-02-19T21:26:44.637Z,62.3739,-147.4661,11.2,3,ml,,ak,ak0222b1j4k7,"48 km WNW of Lake Louise, Alaska"
2022-02-19T21:21:34.350Z,19.14783287,-155.4926605,33.27999878,1.79999995,md,212,hv,hv72922537,"6 km SSW of Pāhala, Hawaii"
2022-02-19T21:03:12.307Z,60.6625,-151.1344,58.9,1.2,ml,,ak,ak0222b1e4hq,"8 km ESE of Nikiski, Alaska"
2022-02-19T20:46:02.032Z,61.4351,-150.2172,41.8,1.2,ml,,ak,ak0222b11vvv,"15 km WNW of Point MacKenzie, Alaska"
2022-02-19T20:31:54.330Z,17.87116667,-66.87716667,13.04,2.07,md,248,pr,pr71335883,"11 km SSE of Guánica, Puerto Rico"
2022-02-19T20:24:00.084Z,61.4534,-150.1868,35.8,1.9,ml,,ak,ak0222b0x2v7,"14 km WSW of Big Lake, Alaska"
2022-02-19T20:14:25.030Z,33.4308333,-116.8671667,12.87,1.39,ml,28,ci,ci40189792,"1km S of Aguanga, CA"
2022-02-19T19:51:21.720Z,19.23033333,-155.4219971,34.40999985,2.11999989,md,129,hv,hv72922467,"6 km ENE of Pāhala, Hawaii"
2022-02-19T19:38:13.794Z,60.9325,-138.2121,3.64,3.2,ml,89,us,us7000gm9x,"43 km WNW of Haines Junction, Canada"
2022-02-19T19:37:02.060Z,46.59966667,-119.8653333,6.58,1.9,ml,51,uw,uw61817836,"9 km SSE of Desert Aire, Washington"
2022-02-19T19:35:09.210Z,19.22683334,-155.4533386,33.50999832,2.05999994,md,108,hv,hv72922457,"3 km NE of Pāhala, Hawaii"
2022-02-19T19:26:55.750Z,17.9455,-66.84716667,14.24,2.31,md,215,pr,pr71335873,"5 km SE of Maria Antonia, Puerto Rico"
2022-02-19T19:20:57.170Z,19.15683365,-155.4850006,35.61999893,1.77999997,md,129,hv,hv72922442,"5 km S of Pāhala, Hawaii"
2022-02-19T19:20:15.160Z,46.599,-119.8685,6.68,2.16,ml,51,uw,uw61817831,"9 km SSE of Desert Aire, Washington"
2022-02-19T19:04:18.235Z,38.1673,-117.8556,8,2,ml,106.4,nn,nn00834171,"33 km SE of Mina, Nevada"
2022-02-19T18:51:28.050Z,34.0301667,-117.5991667,15.52,0.98,ml,63,ci,ci40189736,"4km SE of Ontario, CA"
2022-02-19T18:46:04.280Z,35.8635,-117.68,10.03,0.95,ml,148,ci,ci37488997,"22km ESE of Little Lake, CA"
2022-02-19T18:45:40.560Z,35.9918333,-117.642,-1.19,1.17,ml,114,ci,ci40189728,"25km ENE of Little Lake, CA"
2022-02-19T18:26:21.480Z,19.25383377,-155.423996,31.34000015,1.83000004,md,118,hv,hv72922412,"8 km NE of Pāhala, Hawaii"
2022-02-19T18:25:19.769Z,38.1445,-117.8172,15.9,1,ml,179.17,nn,nn00834169,"37 km SE of Mina, Nevada"
2022-02-19T18:00:09.930Z,33.4508333,-116.5825,10.59,1.01,ml,44,ci,ci40189712,"14km SE of Anza, CA"
2022-02-19T17:48:59.150Z,17.8995,-66.95416667,9.67,2.07,md,263,pr,pr71335863,"9 km SSW of Guánica, Puerto Rico"
2022-02-19T17:44:00.670Z,19.26000023,-155.4243317,32.61000061,2.42,ml,115,hv,hv72922392,"8 km NE of Pāhala, Hawaii"
2022-02-19T17:42:48.280Z,19.25133324,-155.423996,31.95000076,2.35,ml,119,hv,hv72922387,"7 km NE of Pāhala, Hawaii"
2022-02-19T17:34:04.880Z,17.91916667,-66.27783333,14.55,2.18,md,218,pr,pr71335858,Puerto Rico region
2022-02-19T17:28:59.280Z,19.18583298,-155.4876709,31.92000008,2.00999999,md,142,hv,hv72922372,"2 km SSW of Pāhala, Hawaii"
2022-02-19T17:17:52.540Z,19.18216705,-155.4884949,30.38999939,1.73000002,md,153,hv,hv72922362,"2 km SSW of Pāhala, Hawaii"
2022-02-19T17:14:40.230Z,17.95033333,-66.86833333,12.6,1.85,md,262,pr,pr71335853,Puerto Rico region
2022-02-19T17:09:35.050Z,38.0864983,-118.7423325,2.59,2.13,md,107,nc,nc73695201,"27km ESE of Bodie, CA"
2022-02-19T16:53:04.753Z,59.8299,-152.9366,97,1.3,ml,,ak,ak0222aypnou,"62 km W of Anchor Point, Alaska"
2022-02-19T16:46:52.809Z,-56.6291,-142.9057,10,5.4,mb,66,us,us7000gm8t,Pacific-Antarctic Ridge
2022-02-19T16:46:15.400Z,19.18083382,-155.4658356,34.29999924,1.88,md,158,hv,hv72922342,"2 km SSE of Pāhala, Hawaii"
2022-02-19T16:39:26.990Z,17.92116667,-66.28333333,10.13,2.28,md,217,pr,pr71335843,"6 km SSE of Salinas, Puerto Rico"
2022-02-19T16:24:22.411Z,62.2114,-152.0466,99.5,1.6,ml,,ak,ak0222ayjha9,"41 km NW of Skwentna, Alaska"
2022-02-19T16:16:06.845Z,62.7088,-149.5318,50.5,2.3,ml,,ak,ak0222ayhqci,"41 km NE of Chase, Alaska"
2022-02-19T16:00:23.390Z,19.25283241,-155.3930054,33.22000122,2.07999992,md,153,hv,hv72922307,"10 km ENE of Pāhala, Hawaii"
2022-02-19T15:57:00.160Z,44.3445,-115.1503333,3.85,1.85,ml,87,mb,mb80538739,"22 km NW of Stanley, Idaho"
2022-02-19T15:49:09.820Z,59.4829,-153.2374,100.9,1.9,ml,,ak,ak0222ay3dly,"59 km SE of Pedro Bay, Alaska"
2022-02-19T15:40:14.263Z,61.711,-152.0237,104.1,2.1,ml,,ak,ak0222ay1gh0,"45 km SW of Skwentna, Alaska"
2022-02-19T14:48:52.430Z,40.699,-122.3483333,19.92,1.25,md,173,nc,nc73695161,"3km NE of Shasta Lake, CA"
2022-02-19T14:45:11.512Z,-23.7173,-175.5276,10,5.1,mb,154,us,us7000gm89,"270 km SSW of ‘Ohonua, Tonga"
2022-02-19T14:43:54.320Z,33.1666667,-116.3725,5.77,0.96,ml,55,ci,ci40189608,"10km S of Borrego Springs, CA"
2022-02-19T14:31:20.110Z,37.6323318,-118.8434982,7.11,1.39,md,89,nc,nc73695156,"12km E of Mammoth Lakes, CA"
2022-02-19T14:14:34.452Z,61.1639,-149.721,26.7,1.4,ml,,ak,ak0222axahud,"11 km ESE of Anchorage, Alaska"
2022-02-19T14:11:48.870Z,38.7713333,-122.7095,1.47,1.57,md,44,nc,nc73695146,"2km WSW of Anderson Springs, CA"
2022-02-19T14:10:44.160Z,38.7651667,-122.7056667,2.32,2.49,md,25,nc,nc73695131,"2km SW of Anderson Springs, CA"
2022-02-19T14:10:16.940Z,38.7698333,-122.71,2.03,2.37,md,32,nc,nc73695126,"2km WSW of Anderson Springs, CA"
2022-02-19T14:10:13.970Z,38.7713333,-122.7101667,1.84,1.58,md,72,nc,nc73695121,"2km WSW of Anderson Springs, CA"
2022-02-19T14:09:49.100Z,38.7711667,-122.7138333,1.24,1.38,md,37,nc,nc73695116,"2km WSW of Anderson Springs, CA"
2022-02-19T14:01:03.380Z,32.399,-115.1361667,24.09,2.09,ml,205,ci,ci40189560,"7km NE of Delta, B.C., MX"
2022-02-19T14:00:19.233Z,59.9843,-140.9029,0,2.1,ml,,ak,ak0222ax7gnh,"82 km NW of Yakutat, Alaska"
2022-02-19T13:58:50.190Z,17.9735,-66.86,18.03,1.94,md,200,pr,pr71335823,"3 km E of Maria Antonia, Puerto Rico"
2022-02-19T13:30:29.143Z,62.3361,-149.5236,54.4,1.1,ml,,ak,ak0222awsgdq,"25 km NE of Susitna North, Alaska"
2022-02-19T13:24:42.832Z,59.5975,-152.5079,61.5,1.8,ml,,ak,ak0222awr80y,"42 km NW of Nanwalek, Alaska"
2022-02-19T13:08:04.471Z,63.2597,-151.1012,0,1.7,ml,,ak,ak0222awnpmn,"44 km SE of Denali National Park, Alaska"
2022-02-19T12:58:15.560Z,36.4775009,-121.0701675,1.56,1.77,md,128,nc,nc73695096,"9km SE of Pinnacles, CA"
2022-02-19T12:57:01.227Z,60.5282,-151.4785,64.4,1.1,ml,,ak,ak0222awcruy,"12 km WSW of Kenai, Alaska"
2022-02-19T12:49:46.396Z,60.7147,-150.4643,44.5,1.3,ml,,ak,ak0222awb5m7,"25 km NE of Sterling, Alaska"
2022-02-19T12:41:29.603Z,37.8763,-118.0622,3.4,1.6,ml,105.54,nn,nn00834161,"23 km N of Dyer, Nevada"
2022-02-19T12:28:12.620Z,33.055,-115.8788333,3.84,1.59,ml,38,ci,ci40189536,"24km W of Westmorland, CA"
2022-02-19T12:23:51.647Z,61.8861,-150.9688,72.2,1.8,ml,,ak,ak0222aw5leb,"25 km ESE of Skwentna, Alaska"
2022-02-19T12:16:22.551Z,18.5103,121.245,61.29,4.4,mb,109,us,us7000gm7i,"6 km W of Santa Cruz, Philippines"
2022-02-19T12:13:44.300Z,19.27116585,-155.3804932,28.95000076,2.1500001,md,128,hv,hv72922162,"12 km NE of Pāhala, Hawaii"
2022-02-19T12:11:57.279Z,60.4957,-145.1156,17.7,1.6,ml,,ak,ak0222aw318v,"35 km E of Cordova, Alaska"
2022-02-19T11:30:25.455Z,38.0952,-118.7659,0,1.3,ml,80.79,nn,nn00834157,"33 km E of Mono City, California"
2022-02-19T11:14:49.047Z,28.2549,142.9535,10,5,mb,93,us,us7000gm7f,"Bonin Islands, Japan region"
2022-02-19T10:54:33.430Z,17.88333333,-66.86283333,13.21,2.37,md,241,pr,pr71335808,"10 km SSE of Guánica, Puerto Rico"
2022-02-19T10:36:14.370Z,17.88833333,-66.87733333,13.14,2.63,md,207,pr,pr71335803,"9 km SSE of Guánica, Puerto Rico"
2022-02-19T10:21:55.830Z,19.37566757,-155.4041595,10.39999962,1.77,ml,81,hv,hv72922097,"19 km WSW of Volcano, Hawaii"
2022-02-19T10:15:49.130Z,17.998,-66.97333333,5.8,1.84,md,190,pr,pr71335798,"5 km SSW of Liborio Negron Torres, Puerto Rico"
2022-02-19T09:56:54.540Z,17.97283333,-66.848,19.26,2.16,md,202,pr,pr71335793,Puerto Rico region
2022-02-19T09:44:40.407Z,61.5551,-149.7965,33.8,1.1,ml,,ak,ak0222auhrrc,"8 km S of Houston, Alaska"
2022-02-19T09:32:39.656Z,-4.8193,102.1477,57.57,4.4,mb,117,us,us7000gm70,"southern Sumatra, Indonesia"
2022-02-19T09:22:56.187Z,61.4263,-146.913,18.2,1.6,ml,,ak,ak0222aud382,"44 km NW of Valdez, Alaska"
2022-02-19T09:18:52.661Z,61.4842,-150.0004,43.7,1.6,ml,,ak,ak0222auc836,"4 km SSW of Big Lake, Alaska"
2022-02-19T09:13:53.480Z,37.3226667,-120.0315,19.79,2.07,md,136,nc,nc73695036,"19km SSW of Mariposa, CA"
2022-02-19T08:29:04.350Z,17.975,-67.0115,11.79,1.88,md,172,pr,pr71335833,"3 km E of La Parguera, Puerto Rico"
2022-02-19T08:25:42.571Z,62.4015,-147.7916,20.3,2.2,ml,,ak,ak0222ats9rw,"60 km NNW of Eureka Roadhouse, Alaska"
2022-02-19T08:22:55.865Z,64.8711,-149.006,16.9,1,ml,,ak,ak0222atrnli,"30 km N of Four Mile Road, Alaska"
2022-02-19T08:15:02.339Z,61.9628,-149.8951,52.5,1.3,ml,,ak,ak0222atq1g9,"22 km S of Susitna North, Alaska"
2022-02-19T08:04:28.207Z,63.0231,-150.5933,111.6,1.9,ml,,ak,ak0222atnqkt,"59 km N of Petersville, Alaska"
2022-02-19T08:01:38.640Z,17.96233333,-66.88916667,18.48,2.43,md,204,pr,pr71335788,"1 km S of Maria Antonia, Puerto Rico"
2022-02-19T07:54:42.640Z,17.82583333,-66.94583333,12.48,1.85,md,297,pr,pr71335828,"16 km SSW of Guánica, Puerto Rico"
2022-02-19T07:51:29.570Z,37.8063316,-121.9189987,8.02,1.7,md,133,nc,nc73695006,"2km SSW of Blackhawk, CA"
2022-02-19T07:45:58.771Z,34.91716766,-97.55654144,4.58165884,1.59,ml,137.0657349,ok,ok2022dmda,"10 km NNE of Lindsay, Oklahoma"
2022-02-19T07:41:44.480Z,36.3278351,-120.9003296,5.97,1.65,md,129,nc,nc73695001,"23km WSW of New Idria, CA"
2022-02-19T07:36:31.770Z,17.93783333,-66.937,15.62,2.18,md,233,pr,pr71335783,"4 km SW of Guánica, Puerto Rico"
2022-02-19T07:35:26.950Z,38.0868333,-118.7413333,6.68,2.66,md,64,nc,nc73694996,"27km ESE of Bodie, CA"
2022-02-19T07:34:10.482Z,63.6665,-150.5961,10,1.1,ml,,ak,ak0222at8p2e,"57 km ENE of Denali National Park, Alaska"
2022-02-19T07:33:52.060Z,17.89616667,-66.5985,11.73,2.14,md,182,pr,pr71335818,"12 km SSE of Ponce, Puerto Rico"
2022-02-19T07:33:51.830Z,17.88883333,-66.585,13.42,1.98,md,189,pr,pr71335778,"14 km SSE of Ponce, Puerto Rico"
2022-02-19T07:30:56.080Z,19.12316704,-155.4165039,30.39999962,2.16000009,md,181,hv,hv72922027,"10 km SE of Pāhala, Hawaii"
2022-02-19T07:30:55.710Z,37.6800003,-122.5221634,7.36,1.56,md,216,nc,nc73694986,"5km WSW of Daly City, CA"
2022-02-19T07:30:10.760Z,37.6803333,-122.511,7.84,1.3,md,177,nc,nc73694991,"4km WSW of Daly City, CA"
2022-02-19T07:28:12.829Z,38.8279,-118.8478,1.4,1.5,ml,80.17,nn,nn00834147,"14 km SSW of Schurz, Nevada"
2022-02-19T07:20:31.160Z,38.0888333,-118.7433333,4.53,1.54,md,72,nc,nc73694981,"27km ESE of Bodie, CA"
2022-02-19T07:14:05.400Z,18.017,-66.47616667,13.69,2.22,md,103,pr,pr71335773,"2 km SSW of Río Cañas Abajo, Puerto Rico"
2022-02-19T07:09:12.450Z,35.5398333,-117.4256667,8.51,1.32,ml,125,ci,ci40189440,"24km ESE of Ridgecrest, CA"
2022-02-19T07:02:17.848Z,63.065,-149.775,79.5,1.5,ml,,ak,ak0222at1uqh,"55 km SW of Cantwell, Alaska"
2022-02-19T06:57:53.150Z,17.84333333,-66.87416667,8.21,2.27,md,254,pr,pr71335758,"14 km SSE of Guánica, Puerto Rico"
2022-02-19T06:44:54.950Z,17.879,-66.87333333,12.81,2.67,md,242,pr,pr71335753,"10 km SSE of Guánica, Puerto Rico"
2022-02-19T06:41:04.739Z,61.6433,-147.5375,14.4,2.2,ml,,ak,ak0222asor3b,Southern Alaska
2022-02-19T06:40:55.950Z,17.871,-66.875,13.52,2.23,md,246,pr,pr71335763,"11 km SSE of Guánica, Puerto Rico"
2022-02-19T06:37:24.580Z,17.91033333,-66.883,13.69,2.4,md,206,pr,pr71335738,"7 km SSE of Guánica, Puerto Rico"
2022-02-19T06:28:28.950Z,47.55116667,-122.8078333,18.91,1.39,ml,80,uw,uw61817801,"8 km WNW of Gorst, Washington"
2022-02-19T06:22:41.920Z,60.4509,-147.7805,12.1,1.9,ml,,ak,ak0222askrb5,"44 km NNE of Chenega, Alaska"
2022-02-19T06:18:38.667Z,38.1744,-117.8148,8.5,1.2,ml,155.38,nn,nn00834142,"35 km SE of Mina, Nevada"
2022-02-19T06:17:45.060Z,17.86516667,-66.87816667,13.49,1.18,md,250,pr,pr71335728,"12 km SSE of Guánica, Puerto Rico"
2022-02-19T06:16:32.342Z,61.2073,-150.1659,36.4,1.5,ml,,ak,ak0222asjg9u,"14 km W of Anchorage, Alaska"
2022-02-19T06:00:51.100Z,43.5018333,-111.1378333,9.18,1.65,ml,140,mb,mb80538724,"11 km S of Victor, Idaho"
2022-02-19T05:57:30.630Z,17.89033333,-66.86933333,12.9,1.97,md,238,pr,pr71335723,"9 km SSE of Guánica, Puerto Rico"
2022-02-19T05:56:41.761Z,61.8079,-148.5266,13.3,1.5,ml,,ak,ak0222as6m1c,"3 km WNW of Chickaloon, Alaska"
2022-02-19T05:47:54.573Z,59.6513,-145.8191,50,2.3,ml,,ak,ak0222as4p1n,"99 km S of Cordova, Alaska"
2022-02-19T05:38:12.030Z,38.833,-122.8043333,1.99,1.19,md,31,nc,nc73694946,"7km W of Cobb, CA"
2022-02-19T05:37:58.547Z,61.5476,-149.8451,28.3,2.2,ml,,ak,ak0222as2kq3,"6 km ENE of Big Lake, Alaska"
2022-02-19T05:37:10.240Z,38.8338318,-122.8036652,1.91,1.15,md,53,nc,nc73694941,"7km W of Cobb, CA"
